Timestamp,PM2.5,PM10,tvoc,eCO2_sgp,rawMQ135,MiCs-2714 Approx ppm value,Temperature (AHT-10),Humidity % (AHT10),Activity
2025-09-26 15:23:33,17.68,22.61,101,749,2479,0.90,26.00,77.50,Light Work
2025-09-26 15:23:38,17.23,25.94,104,770,2486,1.17,25.83,77.84,Light Work
2025-09-26 15:23:43,17.42,23.77,105,732,2490,1.21,26.22,78.73,Light Work
2025-09-26 15:23:48,17.58,24.60,114,724,2560,0.77,25.98,77.29,Light Work
2025-09-26 15:23:53,16.99,25.53,118,755,2477,0.78,26.13,77.00,Light Work
2025-09-26 15:23:58,17.65,22.25,104,724,2548,0.95,25.90,77.03,Light Work
2025-09-26 15:24:03,18.77,23.99,99,758,2566,0.77,26.08,78.29,Light Work
2025-09-26 15:24:08,18.72,23.75,105,728,2516,0.82,25.90,77.28,Light Work
2025-09-26 15:24:13,18.82,23.70,106,741,2528,1.20,26.11,76.29,Light Work
2025-09-26 15:24:18,17.46,26.04,112,753,2558,0.95,26.08,77.83,Light Work
2025-09-26 15:24:23,18.56,22.83,115,730,2471,1.23,26.20,76.64,Light Work
2025-09-26 15:24:28,18.32,25.65,105,765,2490,0.89,25.86,76.46,Light Work
2025-09-26 15:24:33,17.80,23.06,117,736,2503,0.94,26.21,77.33,Light Work
2025-09-26 15:24:38,17.07,22.72,118,746,2525,1.17,25.90,76.53,Light Work
2025-09-26 15:24:43,18.58,24.21,107,723,2561,0.94,26.15,78.50,Light Work
2025-09-26 15:24:48,18.39,26.29,116,750,2512,0.99,26.05,77.75,Light Work
2025-09-26 15:24:53,16.77,22.95,113,772,2551,1.06,26.17,77.47,Light Work
2025-09-26 15:24:58,17.89,23.58,118,738,2531,1.16,25.92,78.50,Light Work
2025-09-26 15:25:03,17.05,24.41,109,771,2473,1.08,26.08,77.90,Light Work
2025-09-26 15:25:08,16.96,22.49,106,771,2504,1.12,26.20,76.90,Light Work
2025-09-26 15:25:13,17.31,26.50,120,755,2559,1.07,25.88,78.02,Light Work
2025-09-26 15:25:18,16.95,21.72,111,726,2513,1.05,25.88,76.39,Light Work
2025-09-26 15:25:23,18.70,24.59,108,730,2565,0.88,25.93,77.34,Light Work
2025-09-26 15:25:28,16.90,25.93,111,767,2539,1.17,25.95,77.96,Light Work
2025-09-26 15:25:33,17.05,24.18,112,723,2570,1.24,25.97,77.15,Light Work
2025-09-26 15:25:38,18.15,23.16,115,769,2522,1.08,26.10,76.29,Light Work
2025-09-26 15:25:43,17.89,22.59,109,741,2483,1.09,26.21,77.52,Light Work
2025-09-26 15:25:48,16.75,24.26,101,762,2491,0.98,26.00,78.74,Light Work
2025-09-26 15:25:53,18.12,22.60,107,733,2525,0.86,25.75,78.37,Light Work
2025-09-26 15:25:58,17.85,23.32,116,760,2557,0.85,26.22,76.72,Light Work
2025-09-26 15:26:03,18.71,23.39,102,732,2489,0.85,25.95,78.03,Light Work
2025-09-26 15:26:08,17.98,22.87,105,752,2482,1.21,25.76,76.90,Light Work
2025-09-26 15:26:13,17.68,23.46,122,724,2550,1.03,25.94,76.56,Light Work
2025-09-26 15:26:18,18.47,21.80,114,771,2550,0.97,26.06,77.79,Light Work
2025-09-26 15:26:23,17.67,25.26,117,759,2546,0.84,26.22,77.67,Light Work
2025-09-26 15:26:28,17.98,22.06,111,757,2472,1.12,25.95,78.28,Light Work
2025-09-26 15:26:33,18.97,24.29,107,768,2470,0.94,26.15,78.57,Light Work
2025-09-26 15:26:38,18.03,26.24,108,750,2536,1.09,26.18,77.92,Light Work
2025-09-26 15:26:43,18.82,22.33,121,733,2509,1.10,26.16,78.13,Light Work
2025-09-26 15:26:48,17.71,25.94,110,761,2485,1.04,25.92,76.92,Light Work
2025-09-26 15:26:53,17.58,24.16,103,767,2530,1.22,25.87,76.55,Light Work
2025-09-26 15:26:58,18.90,25.51,109,751,2481,0.90,25.84,78.52,Light Work
2025-09-26 15:27:03,17.47,23.98,112,723,2479,1.10,26.10,77.90,Light Work
2025-09-26 15:27:08,16.84,23.24,102,744,2553,1.00,25.95,76.28,Light Work
2025-09-26 15:27:13,18.37,24.05,112,731,2556,1.02,25.92,77.09,Light Work
2025-09-26 15:27:18,17.98,25.50,102,768,2472,1.04,25.81,78.75,Light Work
2025-09-26 15:27:23,19.14,22.83,110,761,2519,1.22,26.03,77.21,Light Work
2025-09-26 15:27:28,18.04,26.38,102,756,2494,1.24,25.88,77.60,Light Work
2025-09-26 15:27:33,19.00,24.58,116,766,2542,0.92,25.86,78.39,Light Work
2025-09-26 15:27:38,17.19,24.86,113,767,2533,0.97,26.02,78.63,Light Work
2025-09-26 15:27:43,18.27,24.40,101,757,2555,1.01,25.91,76.59,Light Work
2025-09-26 15:27:48,18.83,22.12,118,753,2482,0.92,26.00,78.35,Light Work
2025-09-26 15:27:53,17.29,26.34,105,746,2518,0.86,26.24,77.77,Light Work
2025-09-26 15:27:58,18.53,22.74,122,736,2555,1.22,26.17,77.89,Light Work
2025-09-26 15:28:03,17.56,24.20,113,738,2493,1.10,26.02,78.62,Light Work
2025-09-26 15:28:08,16.87,26.47,109,740,2551,1.12,26.20,77.61,Light Work
2025-09-26 15:28:13,17.35,25.58,98,740,2533,0.99,26.03,77.63,Light Work
2025-09-26 15:28:18,17.65,23.12,100,730,2474,1.16,25.92,78.25,Light Work
2025-09-26 15:28:23,18.24,23.15,111,731,2537,0.82,25.79,76.66,Light Work
2025-09-26 15:28:28,18.83,23.21,99,742,2477,1.25,26.25,78.22,Light Work
2025-09-26 15:28:33,17.20,23.51,112,752,2499,0.84,25.93,76.75,Light Work
2025-09-26 15:28:38,17.41,24.12,119,771,2505,0.93,25.78,77.44,Light Work
2025-09-26 15:28:43,17.99,25.67,114,726,2546,1.07,25.75,77.41,Light Work
2025-09-26 15:28:48,18.54,23.90,111,752,2520,0.87,26.08,77.32,Light Work
2025-09-26 15:28:53,18.40,23.81,115,732,2564,1.00,26.05,76.65,Light Work
2025-09-26 15:28:58,16.93,25.92,115,743,2505,0.92,26.04,76.70,Light Work
2025-09-26 15:29:03,19.23,25.34,111,767,2476,0.91,25.98,76.46,Light Work
2025-09-26 15:29:08,18.17,22.09,104,728,2472,0.85,26.13,76.41,Light Work
2025-09-26 15:29:13,18.97,25.65,103,744,2512,1.03,26.04,77.44,Light Work
2025-09-26 15:29:18,19.11,25.99,119,745,2489,0.85,26.12,77.78,Light Work
2025-09-26 15:29:23,17.56,22.20,111,768,2559,0.85,26.04,76.77,Light Work
2025-09-26 15:29:28,17.47,26.25,100,737,2494,0.95,25.92,76.76,Light Work
2025-09-26 15:29:33,17.95,24.70,111,766,2511,1.22,26.23,77.06,Light Work
2025-09-26 15:29:38,16.99,22.22,107,725,2535,1.08,26.17,77.52,Light Work
2025-09-26 15:29:43,17.23,21.53,102,751,2545,1.19,25.78,77.85,Light Work
2025-09-26 15:29:48,18.85,23.73,109,772,2525,0.89,25.88,76.73,Light Work
2025-09-26 15:29:53,17.44,22.20,102,754,2557,0.78,25.97,78.52,Light Work
2025-09-26 15:29:58,19.17,21.57,120,739,2547,0.91,26.08,76.83,Light Work
2025-09-26 15:30:03,17.41,25.02,117,750,2487,0.96,26.06,77.27,Light Work
2025-09-26 15:30:08,18.90,24.66,119,724,2527,1.15,25.97,76.83,Light Work
2025-09-26 15:30:13,17.27,23.71,116,728,2514,0.81,25.82,77.24,Light Work
2025-09-26 15:30:18,19.20,25.45,112,764,2485,0.94,25.89,77.41,Light Work
2025-09-26 15:30:23,17.55,24.11,100,744,2516,1.06,26.24,78.38,Light Work
2025-09-26 15:30:28,19.23,25.83,104,740,2532,1.12,26.03,77.63,Light Work
2025-09-26 15:30:33,17.11,24.35,106,742,2546,1.25,26.08,76.70,Light Work
2025-09-26 15:30:38,16.77,22.81,110,760,2553,0.98,26.13,76.47,Light Work
2025-09-26 15:30:43,17.90,24.41,107,759,2546,1.18,26.24,76.84,Light Work
2025-09-26 15:30:48,17.07,26.11,100,743,2544,1.01,25.75,77.79,Light Work
2025-09-26 15:30:53,18.68,23.93,107,728,2552,1.04,25.95,77.03,Light Work
2025-09-26 15:30:58,19.06,24.43,122,746,2558,1.10,25.85,78.25,Light Work
2025-09-26 15:31:03,18.96,25.86,100,739,2484,1.22,26.23,76.45,Light Work
2025-09-26 15:31:08,17.10,23.90,102,766,2550,1.17,25.82,77.32,Light Work
2025-09-26 15:31:13,17.10,25.01,122,734,2536,0.92,25.75,77.10,Light Work
2025-09-26 15:31:18,18.74,23.57,118,762,2486,0.78,25.83,78.24,Light Work
2025-09-26 15:31:23,18.39,26.23,99,766,2563,0.79,26.08,77.27,Light Work
2025-09-26 15:31:28,17.56,26.31,116,750,2557,0.90,25.90,77.32,Light Work
2025-09-26 15:31:33,18.71,23.96,110,757,2519,1.06,25.75,77.63,Light Work
2025-09-26 15:31:38,17.07,26.09,111,759,2485,1.04,26.09,77.61,Light Work
2025-09-26 15:31:43,18.50,24.80,107,757,2475,0.82,26.18,76.77,Light Work
2025-09-26 15:31:48,18.69,21.94,102,735,2490,1.01,25.88,76.52,Light Work
2025-09-26 15:31:53,18.17,24.29,115,739,2481,0.90,26.03,78.12,Light Work
2025-09-26 15:31:58,17.50,23.90,104,760,2513,1.18,26.20,78.40,Light Work
2025-09-26 15:32:03,17.98,24.94,117,734,2478,1.19,26.14,78.30,Light Work
2025-09-26 15:32:08,17.37,24.54,103,752,2545,0.85,25.99,76.31,Light Work
2025-09-26 15:32:13,17.08,25.42,100,748,2477,1.05,26.20,77.40,Light Work
2025-09-26 15:32:18,18.07,24.16,119,726,2473,0.86,26.03,78.20,Light Work
2025-09-26 15:32:23,18.60,25.72,112,745,2569,0.97,26.23,77.63,Light Work
2025-09-26 15:32:28,19.09,23.77,101,751,2507,0.78,26.13,78.17,Light Work
2025-09-26 15:32:33,18.72,22.65,110,738,2521,1.19,25.78,78.69,Light Work
2025-09-26 15:32:38,18.80,22.10,103,771,2524,0.86,26.21,78.34,Light Work
2025-09-26 15:32:43,19.17,22.72,99,748,2503,0.87,25.78,76.78,Light Work
2025-09-26 15:32:48,17.78,21.65,109,724,2506,0.76,25.97,78.71,Light Work
2025-09-26 15:32:53,18.75,24.37,112,753,2545,1.22,25.95,76.42,Light Work
2025-09-26 15:32:58,19.09,22.81,114,724,2557,1.01,26.23,76.79,Light Work
2025-09-26 15:33:03,19.07,22.62,120,746,2482,1.14,25.75,78.07,Light Work
2025-09-26 15:33:08,18.88,24.91,110,760,2569,1.08,26.11,77.18,Light Work
2025-09-26 15:33:13,17.25,22.71,118,729,2471,1.06,25.88,77.62,Light Work
2025-09-26 15:33:18,17.23,23.32,112,771,2500,1.18,26.17,78.15,Light Work
2025-09-26 15:33:23,18.96,22.87,100,765,2495,1.04,26.13,78.05,Light Work
2025-09-26 15:33:28,17.84,23.69,110,749,2480,1.17,25.78,76.60,Light Work
2025-09-26 15:33:33,17.07,25.20,116,763,2566,0.88,25.87,77.82,Light Work
2025-09-26 15:33:38,17.79,24.18,115,731,2511,1.01,25.91,77.06,Light Work
2025-09-26 15:33:43,18.46,26.13,113,761,2523,1.20,26.06,77.48,Light Work
2025-09-26 15:33:48,16.78,23.15,113,765,2512,1.03,26.06,78.23,Light Work
2025-09-26 15:33:53,19.11,23.24,105,765,2526,1.18,25.99,76.50,Light Work
2025-09-26 15:33:58,18.56,23.23,108,727,2557,0.92,25.88,78.00,Light Work
2025-09-26 15:34:03,17.40,25.69,118,736,2472,0.97,25.89,78.60,Light Work
2025-09-26 15:34:08,17.35,25.05,114,735,2472,1.01,26.07,78.11,Light Work
2025-09-26 15:34:13,18.28,23.51,101,766,2540,1.22,26.01,78.24,Light Work
2025-09-26 15:34:18,16.98,26.30,113,758,2569,0.80,25.92,77.88,Light Work
2025-09-26 15:34:23,17.39,23.40,100,742,2504,1.08,26.04,77.60,Light Work
2025-09-26 15:34:28,18.33,22.69,109,728,2546,1.00,25.92,78.54,Light Work
2025-09-26 15:34:33,18.10,22.41,122,748,2488,0.85,26.22,78.22,Light Work
2025-09-26 15:34:38,18.60,24.79,107,772,2552,1.18,25.81,76.57,Light Work
2025-09-26 15:34:43,18.85,22.49,106,772,2488,1.16,25.81,77.11,Light Work
2025-09-26 15:34:48,17.90,25.95,122,772,2561,1.07,25.98,78.67,Light Work
2025-09-26 15:34:53,18.96,22.71,105,737,2490,1.09,26.16,78.35,Light Work
2025-09-26 15:34:58,18.94,26.42,122,745,2499,1.05,26.06,78.59,Light Work
2025-09-26 15:35:03,18.43,21.64,111,765,2533,0.85,25.82,77.19,Light Work
2025-09-26 15:35:08,18.64,24.49,102,740,2565,0.99,26.20,76.53,Light Work
2025-09-26 15:35:13,18.22,23.57,108,753,2478,1.22,25.84,78.28,Light Work
2025-09-26 15:35:18,17.29,22.16,98,738,2532,1.21,26.08,77.54,Light Work
2025-09-26 15:35:23,17.16,22.08,116,758,2514,0.89,26.12,78.41,Light Work
2025-09-26 15:35:28,17.52,24.23,116,755,2522,1.05,25.85,76.85,Light Work
2025-09-26 15:35:33,18.38,21.92,106,762,2535,0.85,25.84,76.47,Light Work
2025-09-26 15:35:38,19.00,24.65,110,758,2502,1.06,25.80,76.96,Light Work
2025-09-26 15:35:43,17.99,22.73,116,757,2504,1.12,26.05,76.79,Light Work
2025-09-26 15:35:48,17.24,22.66,113,753,2565,1.03,26.01,77.21,Light Work
2025-09-26 15:35:53,17.65,23.44,105,772,2558,1.23,25.95,77.87,Light Work
2025-09-26 15:35:58,17.11,22.54,114,759,2509,1.11,25.87,78.66,Light Work
2025-09-26 15:36:03,17.33,22.92,114,769,2473,1.08,25.99,78.35,Light Work
2025-09-26 15:36:08,18.83,22.09,112,757,2521,1.19,25.78,76.88,Light Work
2025-09-26 15:36:13,17.03,22.52,122,750,2542,1.04,26.14,77.53,Light Work
2025-09-26 15:36:18,17.35,21.76,111,759,2491,0.87,25.96,76.73,Light Work
2025-09-26 15:36:23,16.75,22.55,100,772,2512,0.92,26.00,76.84,Light Work
2025-09-26 15:36:28,17.60,24.58,121,764,2536,0.95,26.23,76.45,Light Work
2025-09-26 15:36:33,16.97,21.84,116,747,2569,1.07,25.75,76.92,Light Work
2025-09-26 15:36:38,19.19,22.77,120,770,2541,0.99,26.09,78.37,Light Work
2025-09-26 15:36:43,17.90,26.45,112,760,2479,0.79,25.96,76.52,Light Work
2025-09-26 15:36:48,17.51,23.85,121,751,2491,1.18,26.02,78.57,Light Work
2025-09-26 15:36:53,17.35,25.81,101,724,2520,1.11,25.92,78.49,Light Work
2025-09-26 15:36:58,17.32,24.04,114,737,2542,1.21,26.06,78.63,Light Work
2025-09-26 15:37:03,18.64,24.28,101,766,2484,1.20,26.19,76.40,Light Work
2025-09-26 15:37:08,18.56,25.80,118,758,2473,0.97,26.12,77.32,Light Work
2025-09-26 15:37:13,16.94,23.80,98,755,2525,0.80,25.84,76.81,Light Work
2025-09-26 15:37:18,17.69,26.12,113,767,2515,1.07,25.79,76.74,Light Work
2025-09-26 15:37:23,18.24,24.12,105,732,2471,0.85,25.85,78.52,Light Work
2025-09-26 15:37:28,16.79,25.66,111,761,2529,0.85,25.90,77.66,Light Work
2025-09-26 15:37:33,17.24,24.14,121,740,2556,1.03,26.01,77.46,Light Work
2025-09-26 15:37:38,17.94,24.93,102,741,2474,0.91,25.92,77.21,Light Work
2025-09-26 15:37:43,17.36,22.41,112,740,2523,1.10,26.11,77.95,Light Work
2025-09-26 15:37:48,18.47,22.89,110,772,2491,1.17,25.85,76.95,Light Work
2025-09-26 15:37:53,17.68,24.27,109,735,2531,0.82,25.97,76.52,Light Work
2025-09-26 15:37:58,18.00,26.22,112,755,2499,1.21,25.91,76.80,Light Work
2025-09-26 15:38:03,17.67,22.49,119,730,2501,0.84,25.98,76.90,Light Work
2025-09-26 15:38:08,18.78,25.07,121,743,2476,0.85,26.15,78.19,Light Work
2025-09-26 15:38:13,18.92,24.51,115,757,2509,1.11,26.09,77.17,Light Work
2025-09-26 15:38:18,17.72,23.31,108,753,2547,1.15,26.15,77.63,Light Work
2025-09-26 15:38:23,18.29,24.68,104,757,2520,1.13,26.20,77.61,Light Work
2025-09-26 15:38:28,18.83,26.30,117,729,2512,0.76,26.13,76.68,Light Work
2025-09-26 15:38:33,17.11,23.65,99,763,2476,0.88,25.93,77.36,Light Work
2025-09-26 15:38:38,17.20,22.50,105,763,2565,1.21,25.98,76.67,Light Work
2025-09-26 15:38:43,17.54,24.61,107,742,2509,1.06,26.09,77.64,Light Work
2025-09-26 15:38:48,16.95,25.16,116,731,2529,1.24,25.76,76.59,Light Work
2025-09-26 15:38:53,18.69,23.88,117,727,2543,1.12,25.99,78.60,Light Work
2025-09-26 15:38:58,17.28,23.59,99,726,2535,1.11,26.06,77.43,Light Work
2025-09-26 15:39:03,18.54,26.12,117,771,2471,1.01,26.17,76.81,Light Work
2025-09-26 15:39:08,18.94,24.79,100,767,2471,1.21,26.22,78.50,Light Work
2025-09-26 15:39:13,19.22,23.22,116,741,2552,0.82,26.10,77.90,Light Work
2025-09-26 15:39:18,19.38,24.03,111,761,2517,1.10,26.10,77.02,Light Work
2025-09-26 15:39:23,18.82,24.76,113,769,2555,0.85,26.10,78.56,Light Work
2025-09-26 15:39:28,19.42,24.09,99,737,2505,1.05,25.93,77.38,Light Work
2025-09-26 15:39:33,18.07,21.69,98,744,2516,0.86,25.80,77.59,Light Work
2025-09-26 15:39:38,19.26,24.17,111,744,2525,0.88,25.77,78.49,Light Work
2025-09-26 15:39:43,17.52,22.85,120,771,2514,0.98,26.03,77.42,Light Work
2025-09-26 15:39:48,18.26,21.64,113,756,2508,0.85,25.76,76.82,Light Work
2025-09-26 15:39:53,17.56,23.76,112,733,2483,1.01,25.79,76.64,Light Work
2025-09-26 15:39:58,17.62,24.39,114,768,2536,0.87,25.84,76.79,Light Work
2025-09-26 15:40:03,17.30,22.43,115,731,2510,1.07,26.24,77.64,Light Work
2025-09-26 15:40:08,17.32,22.16,120,726,2497,1.11,26.01,76.71,Light Work
2025-09-26 15:40:13,17.27,26.16,98,738,2507,0.95,25.93,76.82,Light Work
2025-09-26 15:40:18,17.68,24.62,110,747,2484,0.82,26.02,78.43,Light Work
2025-09-26 15:40:23,18.82,21.69,108,765,2547,0.89,25.97,77.24,Light Work
2025-09-26 15:40:28,18.66,25.95,100,754,2568,1.06,25.99,77.93,Light Work
2025-09-26 15:40:33,18.55,24.55,110,771,2489,1.03,26.17,77.20,Light Work
2025-09-26 15:40:38,18.34,22.79,104,748,2554,0.98,25.87,78.14,Light Work
2025-09-26 15:40:43,18.50,23.24,112,734,2476,0.90,26.13,78.46,Light Work
2025-09-26 15:40:48,17.61,25.89,100,755,2540,0.89,25.81,77.46,Light Work
2025-09-26 15:40:53,17.51,23.94,114,739,2545,1.21,26.05,78.36,Light Work
2025-09-26 15:40:58,18.78,23.86,109,728,2563,1.01,25.91,78.46,Light Work
2025-09-26 15:41:03,19.65,23.82,98,723,2488,1.03,25.98,78.72,Light Work
2025-09-26 15:41:08,18.40,23.41,120,770,2480,0.95,25.76,76.32,Light Work
2025-09-26 15:41:13,19.43,24.02,113,761,2532,1.07,26.11,77.01,Light Work
2025-09-26 15:41:18,18.60,22.02,116,739,2496,0.82,26.16,76.54,Light Work
2025-09-26 15:41:23,18.23,23.21,112,764,2510,1.24,26.01,76.31,Light Work
2025-09-26 15:41:28,18.55,24.88,105,727,2533,0.75,25.99,78.57,Light Work
2025-09-26 15:41:33,19.58,23.50,114,761,2549,0.97,26.16,77.53,Light Work
2025-09-26 15:41:38,17.54,24.33,104,760,2543,0.99,26.11,77.02,Light Work
2025-09-26 15:41:43,19.09,25.34,110,740,2545,0.78,25.84,78.56,Light Work
2025-09-26 15:41:48,19.32,22.82,104,733,2537,1.21,26.21,78.28,Light Work
2025-09-26 15:41:53,17.69,26.50,103,769,2566,1.22,25.78,78.74,Light Work
2025-09-26 15:41:58,18.35,26.25,102,736,2513,1.14,25.85,78.24,Light Work
2025-09-26 15:42:03,18.07,23.98,108,756,2539,0.81,26.10,78.25,Light Work
2025-09-26 15:42:08,17.08,22.13,99,726,2561,0.83,26.02,78.71,Light Work
2025-09-26 15:42:13,17.81,23.71,111,762,2536,0.91,26.04,77.60,Light Work
2025-09-26 15:42:18,18.02,26.09,114,735,2534,0.94,25.82,76.31,Light Work
2025-09-26 15:42:23,17.48,25.57,102,760,2555,1.19,26.10,77.94,Light Work
2025-09-26 15:42:28,19.15,26.08,115,732,2551,1.03,25.78,78.55,Light Work
2025-09-26 15:42:33,18.37,22.30,112,729,2564,0.85,26.20,77.96,Light Work
2025-09-26 15:42:38,18.92,23.78,111,731,2500,1.06,25.85,76.87,Light Work
2025-09-26 15:42:43,17.08,24.23,110,741,2473,1.09,25.79,76.77,Light Work
2025-09-26 15:42:48,19.23,24.00,102,726,2497,1.17,25.87,77.09,Light Work
2025-09-26 15:42:53,18.44,25.09,107,762,2540,1.14,26.20,77.82,Light Work
2025-09-26 15:42:58,18.34,24.65,100,770,2526,1.14,26.13,76.59,Light Work
2025-09-26 15:43:03,19.14,21.66,115,751,2500,1.13,25.77,78.23,Light Work
2025-09-26 15:43:08,17.47,24.13,106,730,2485,0.91,26.19,77.56,Light Work
2025-09-26 15:43:13,17.78,26.00,99,739,2534,0.94,26.15,76.71,Light Work
2025-09-26 15:43:18,18.17,24.63,115,752,2522,0.95,25.87,78.65,Light Work
2025-09-26 15:43:23,19.36,23.34,109,744,2480,0.84,26.02,77.52,Light Work
2025-09-26 15:43:28,17.77,23.77,98,741,2543,1.11,25.75,77.84,Light Work
2025-09-26 15:43:33,19.44,22.11,120,728,2514,1.12,26.18,76.64,Light Work
2025-09-26 15:43:38,17.30,23.27,103,755,2511,1.15,25.84,77.01,Light Work
2025-09-26 15:43:43,18.85,24.40,110,765,2563,0.90,26.16,77.58,Light Work
2025-09-26 15:43:48,18.49,21.95,118,752,2555,1.08,25.97,78.67,Light Work
2025-09-26 15:43:53,19.16,22.76,106,733,2478,1.22,25.79,78.70,Light Work
2025-09-26 15:43:58,17.65,24.80,119,746,2535,1.19,26.03,76.54,Light Work
2025-09-26 15:44:03,19.11,25.73,106,746,2536,0.97,25.82,76.40,Light Work
2025-09-26 15:44:08,18.26,23.90,110,734,2536,1.02,26.04,77.87,Light Work
2025-09-26 15:44:13,17.65,22.70,105,764,2476,0.80,25.92,77.93,Light Work
2025-09-26 15:44:18,17.97,24.45,105,740,2547,0.83,25.96,78.34,Light Work
2025-09-26 15:44:23,18.85,22.29,112,744,2526,0.77,26.18,77.50,Light Work
2025-09-26 15:44:28,17.14,26.19,117,747,2529,1.00,25.91,78.73,Light Work
2025-09-26 15:44:33,19.25,23.29,114,750,2555,0.91,26.11,78.73,Light Work
2025-09-26 15:44:38,17.17,24.95,111,772,2553,1.00,25.84,76.85,Light Work
2025-09-26 15:44:43,18.12,22.77,105,730,2479,0.97,25.89,77.68,Light Work
2025-09-26 15:44:48,18.29,23.68,113,736,2568,0.78,26.00,77.43,Light Work
2025-09-26 15:44:53,19.39,21.56,111,750,2525,0.89,26.12,76.38,Light Work
2025-09-26 15:44:58,17.58,23.60,109,751,2539,0.93,26.05,78.16,Light Work
2025-09-26 15:45:03,18.45,24.27,98,731,2489,0.78,25.88,77.85,Light Work
2025-09-26 15:45:08,18.57,24.77,117,757,2501,1.11,25.97,76.61,Light Work
2025-09-26 15:45:13,18.71,21.87,101,733,2474,1.10,25.98,76.49,Light Work
2025-09-26 15:45:18,19.28,23.77,113,751,2497,1.18,25.85,76.93,Light Work
2025-09-26 15:45:23,18.64,25.59,117,756,2528,1.13,25.96,76.48,Light Work
2025-09-26 15:45:28,18.80,23.91,109,724,2559,1.24,26.17,78.03,Light Work
2025-09-26 15:45:33,18.18,24.26,100,753,2494,1.25,26.00,78.15,Light Work
2025-09-26 15:45:38,17.62,25.65,112,736,2516,1.17,26.21,76.40,Light Work
2025-09-26 15:45:43,18.25,21.54,122,733,2529,1.19,26.19,77.32,Light Work
2025-09-26 15:45:48,19.03,25.12,122,766,2536,1.11,26.21,76.83,Light Work
2025-09-26 15:45:53,19.02,25.95,117,749,2496,1.18,26.23,78.12,Light Work
2025-09-26 15:45:58,17.56,23.70,116,744,2517,0.95,25.82,78.00,Light Work
2025-09-26 15:46:03,18.77,22.73,119,770,2539,1.10,25.78,76.94,Light Work
2025-09-26 15:46:08,16.88,25.76,114,744,2548,1.10,26.19,77.64,Light Work
2025-09-26 15:46:13,19.24,23.55,107,733,2558,0.96,26.13,77.17,Light Work
2025-09-26 15:46:18,18.20,25.88,101,742,2485,1.17,25.82,77.05,Light Work
2025-09-26 15:46:23,17.78,22.68,121,756,2561,0.91,25.80,78.00,Light Work
2025-09-26 15:46:28,17.59,24.68,103,727,2489,1.02,26.01,78.46,Light Work
2025-09-26 15:46:33,17.36,23.13,122,741,2570,0.97,25.75,76.61,Light Work
2025-09-26 15:46:38,17.92,23.23,121,739,2486,0.89,26.12,76.43,Light Work
2025-09-26 15:46:43,17.53,23.95,103,742,2493,0.75,26.24,76.34,Light Work
2025-09-26 15:46:48,17.83,25.17,115,743,2526,0.86,26.24,77.89,Light Work
2025-09-26 15:46:53,16.97,22.04,107,729,2567,1.12,26.09,77.64,Light Work
2025-09-26 15:46:58,17.22,23.95,105,742,2499,0.91,25.92,76.67,Light Work
2025-09-26 15:47:03,17.57,21.51,119,741,2524,1.13,26.08,76.59,Light Work
2025-09-26 15:47:08,19.32,23.71,110,763,2500,0.88,25.75,77.86,Light Work
2025-09-26 15:47:13,17.54,21.87,117,748,2549,0.86,26.23,76.54,Light Work
2025-09-26 15:47:18,17.84,25.98,104,750,2524,1.14,26.10,78.40,Light Work
2025-09-26 15:47:23,18.48,23.03,108,760,2544,1.20,25.82,77.22,Light Work
2025-09-26 15:47:28,17.54,23.07,105,725,2563,1.04,25.98,76.52,Light Work
2025-09-26 15:47:33,18.92,24.36,122,756,2562,1.21,26.21,78.07,Light Work
2025-09-26 15:47:38,18.80,24.17,110,728,2536,0.92,25.96,76.61,Light Work
2025-09-26 15:47:43,17.32,21.54,121,764,2494,0.95,25.98,78.43,Light Work
2025-09-26 15:47:48,18.74,25.96,122,760,2501,0.99,26.15,77.69,Light Work
2025-09-26 15:47:53,17.69,26.08,104,761,2510,1.15,25.79,76.38,Light Work
2025-09-26 15:47:58,18.07,22.49,120,725,2545,1.14,25.98,78.76,Light Work
2025-09-26 15:48:03,18.61,25.07,120,734,2492,1.22,26.17,76.89,Light Work
2025-09-26 15:48:08,18.91,25.88,101,728,2507,1.25,26.03,76.92,Light Work
2025-09-26 15:48:13,17.26,23.11,119,729,2472,0.97,26.25,77.94,Light Work
2025-09-26 15:48:18,17.59,21.87,104,761,2561,1.15,26.17,77.48,Light Work
2025-09-26 15:48:23,17.96,21.93,112,744,2568,0.97,26.19,76.39,Light Work
2025-09-26 15:48:28,17.64,26.02,113,750,2544,0.79,26.09,76.37,Light Work
2025-09-26 15:48:33,19.21,26.11,109,724,2472,1.22,26.11,78.47,Light Work
2025-09-26 15:48:38,17.89,21.89,107,738,2503,0.78,25.96,77.86,Light Work
2025-09-26 15:48:43,17.63,24.31,110,755,2528,0.76,26.09,77.44,Light Work
2025-09-26 15:48:48,18.54,25.16,99,726,2556,0.88,25.91,78.72,Light Work
2025-09-26 15:48:53,18.02,23.74,111,762,2491,1.17,25.85,76.62,Light Work
2025-09-26 15:48:58,18.88,22.21,99,765,2533,1.01,26.14,77.45,Light Work
2025-09-26 15:49:03,18.59,22.32,114,753,2514,1.20,25.98,76.68,Light Work
2025-09-26 15:49:08,19.11,23.94,119,740,2479,1.13,25.76,78.12,Light Work
2025-09-26 15:49:13,16.99,24.58,123,769,2523,1.17,25.75,77.74,Light Work
